33,2023-06-23 15-15-06.716258,nan,nan,left,200,320
34,2023-06-23 15-15-10.586882,nan,nan,left,200,330
35,2023-06-23 15-15-14.593639,nan,nan,left,200,340
36,2023-06-23 15-15-17.314201,nan,nan,right,199,340
37,2023-06-23 15-15-19.872942,nan,nan,right,199,330
38,2023-06-23 15-15-23.291854,nan,nan,right,199,320
39,2023-06-23 15-15-26.314113,nan,nan,right,199,310
40,2023-06-23 15-15-28.885877,8.558060368364561,-37.169236715553645,right,199,300
41,2023-06-23 15-15-31.978961,nan,nan,right,199,290
42,2023-06-23 15-15-34.550071,nan,nan,right,199,280
43,2023-06-23 15-15-37.563205,5.118685617900933,-36.709430356327644,right,199,270
44,2023-06-23 15-15-40.460426,3.003899784706679,-36.599059385688065,right,199,260
45,2023-06-23 15-15-43.477894,1.8404976703348659,-36.38488858396348,right,199,250
46,2023-06-23 15-15-46.368189,2.1525539785615315,-36.72283076445695,right,199,240
47,2023-06-23 15-15-49.458100,0.9122690396932427,-36.48044150068158,right,199,230
48,2023-06-23 15-15-52.032528,1.2258292745690618,-36.855798000780794,right,199,220
49,2023-06-23 15-15-55.048738,-0.75881506654747,-36.86168178044572,right,199,210
50,2023-06-23 15-15-58.073948,-0.9566388882603434,-36.67654614023142,right,199,200
51,2023-06-23 15-16-00.648161,-2.8327186543433953,-36.902478502433716,right,199,190
52,2023-06-23 15-16-03.670354,-2.8327186543433953,-36.902478502433716,right,199,180
53,2023-06-23 15-16-06.546599,-5.084648989075022,-36.63674322231103,right,199,170
54,2023-06-23 15-16-09.639343,-7.100487530160599,-36.69493230503146,right,199,160
55,2023-06-23 15-16-12.277616,-7.091874991116102,-36.69101190234437,right,199,150
56,2023-06-23 15-16-15.165417,-8.180562672912295,-36.56870490927649,right,199,140
57,2023-06-23 15-16-18.188626,-8.180562672912295,-36.56870490927649,right,199,130
58,2023-06-23 15-16-21.073663,-8.180562672912295,-36.56870490927649,right,199,120
59,2023-06-23 15-16-24.035711,-10.092859757825659,-36.86464400552208,right,199,110
60,2023-06-23 15-16-27.126800,-10.092859757825659,-36.86464400552208,right,199,100
61,2023-06-23 15-16-29.689350,-13.340215524833733,-36.86692393252048,right,199,90
62,2023-06-23 15-16-32.641027,-13.341832302202835,-36.51963341256961,right,199,80
63,2023-06-23 15-16-35.599978,-15.372155291163592,-36.63958717384911,right,199,70
64,2023-06-23 15-16-38.621616,-15.372155291163592,-36.63958717384911,right,199,60
65,2023-06-23 15-16-41.514053,-17.50932290136069,-36.30664342747902,right,199,50
66,2023-06-23 15-16-44.469575,-19.59465357420653,-36.25464060776144,right,199,40
67,2023-06-23 15-16-47.554029,-20.59261626263012,-36.12610891550419,right,199,30
68,2023-06-23 15-16-50.254942,-20.60651062970887,-36.36476214289999,right,199,20
69,2023-06-23 15-16-52.826376,-21.64867151991981,-36.167384315267114,right,199,10
70,2023-06-23 15-16-55.790479,-23.733903327860535,-36.1707833666647,right,199,0
71,2023-06-23 15-16-59.741315,-23.733903327860535,-36.1707833666647,left,198,0
72,2023-06-23 15-17-03.619933,-23.682552007318595,-35.96433590230988,left,198,10
73,2023-06-23 15-17-07.638460,-23.682552007318595,-35.96433590230988,left,198,20
74,2023-06-23 15-17-11.776502,-21.556310563327852,-35.93465034034225,left,198,30
75,2023-06-23 15-17-15.725079,-21.556310563327852,-35.93465034034225,left,198,40
76,2023-06-23 15-17-19.602941,-19.43393647396052,-36.00437829953975,left,198,50
77,2023-06-23 15-17-23.482912,-19.466615427075386,-36.40521947286568,left,198,60
78,2023-06-23 15-17-27.428463,-17.349179480730914,-36.12424552890993,left,198,70
79,2023-06-23 15-17-31.371959,-17.349179480730914,-36.12424552890993,left,198,80
